"Raumbezug","Jahr","Ausprägung","Wert","Index"
"09 Neuhausen - Nymphenburg",2001,"deutsch",7193,98.0774475047723
"09 Neuhausen - Nymphenburg",2002,"deutsch",7208,98.2819743659667
"09 Neuhausen - Nymphenburg",2003,"deutsch",7188,98.0092718843741
"09 Neuhausen - Nymphenburg",2004,"deutsch",7888,107.553858740115
"09 Neuhausen - Nymphenburg",2005,"deutsch",7902,107.744750477229
"09 Neuhausen - Nymphenburg",2006,"deutsch",8476,115.571311698936
"09 Neuhausen - Nymphenburg",2007,"deutsch",8980,122.44341423507
"09 Neuhausen - Nymphenburg",2008,"deutsch",8897,121.31169893646
"09 Neuhausen - Nymphenburg",2009,"deutsch",9909,135.110444505045
"09 Neuhausen - Nymphenburg",2010,"deutsch",9103,124.120534496864
"09 Neuhausen - Nymphenburg",2011,"deutsch",9536,130.024543223343
"09 Neuhausen - Nymphenburg",2012,"deutsch",8325,113.512407962912
"09 Neuhausen - Nymphenburg",2013,"deutsch",8317,113.403326970275
"09 Neuhausen - Nymphenburg",2014,"deutsch",7897,107.676574856831
"09 Neuhausen - Nymphenburg",2015,"deutsch",7820,106.6266703027
"09 Neuhausen - Nymphenburg",2016,"deutsch",7676,104.663212435233
"09 Neuhausen - Nymphenburg",2017,"deutsch",7081,96.5503136078538
"09 Neuhausen - Nymphenburg",2018,"deutsch",7508,102.372511589855
"09 Neuhausen - Nymphenburg",2019,"deutsch",7661,104.458685574039
"09 Neuhausen - Nymphenburg",2020,"deutsch",7477,101.949822743387
"09 Neuhausen - Nymphenburg",2021,"deutsch",7744,105.590400872648
"09 Neuhausen - Nymphenburg",2022,"deutsch",6940,94.6277611126261
"09 Neuhausen - Nymphenburg",2023,"deutsch",6852,93.4278701936188
"09 Neuhausen - Nymphenburg",2024,"deutsch",7135,97.2866103081538
"09 Neuhausen - Nymphenburg",2000,"nichtdeutsch",5816,100
"09 Neuhausen - Nymphenburg",2001,"nichtdeutsch",6031,103.696698762036
"09 Neuhausen - Nymphenburg",2002,"nichtdeutsch",5598,96.251719394773
"09 Neuhausen - Nymphenburg",2003,"nichtdeutsch",5415,93.10522696011
"09 Neuhausen - Nymphenburg",2004,"nichtdeutsch",6039,103.834250343879
"09 Neuhausen - Nymphenburg",2005,"nichtdeutsch",5444,93.6038514442916
"09 Neuhausen - Nymphenburg",2006,"nichtdeutsch",4988,85.7634112792297
"09 Neuhausen - Nymphenburg",2007,"nichtdeutsch",4891,84.095598349381
"09 Neuhausen - Nymphenburg",2008,"nichtdeutsch",5197,89.3569463548831
"09 Neuhausen - Nymphenburg",2009,"nichtdeutsch",5548,95.3920220082531
"09 Neuhausen - Nymphenburg",2010,"nichtdeutsch",5613,96.509628610729
"09 Neuhausen - Nymphenburg",2011,"nichtdeutsch",6391,109.886519944979
"09 Neuhausen - Nymphenburg",2012,"nichtdeutsch",6877,118.242778541953
"09 Neuhausen - Nymphenburg",2013,"nichtdeutsch",7145,122.8507565337
"09 Neuhausen - Nymphenburg",2014,"nichtdeutsch",6904,118.707015130674
"09 Neuhausen - Nymphenburg",2015,"nichtdeutsch",7044,121.11416781293
"09 Neuhausen - Nymphenburg",2016,"nichtdeutsch",6332,108.872077028886
"09 Neuhausen - Nymphenburg",2017,"nichtdeutsch",6115,105.140990371389
"09 Neuhausen - Nymphenburg",2018,"nichtdeutsch",6370,109.525447042641
"09 Neuhausen - Nymphenburg",2019,"nichtdeutsch",6930,119.154057771664
"09 Neuhausen - Nymphenburg",2020,"nichtdeutsch",5106,87.7922971114168
"09 Neuhausen - Nymphenburg",2021,"nichtdeutsch",5829,100.223521320495
"09 Neuhausen - Nymphenburg",2022,"nichtdeutsch",7736,133.012379642366
"09 Neuhausen - Nymphenburg",2023,"nichtdeutsch",6185,106.344566712517
"09 Neuhausen - Nymphenburg",2024,"nichtdeutsch",6068,104.332874828061
"10 Moosach",2000,"deutsch",3469,100
"10 Moosach",2001,"deutsch",3434,98.9910637071202
"10 Moosach",2002,"deutsch",3132,90.2853848371289
"10 Moosach",2003,"deutsch",3230,93.1104064571923
"10 Moosach",2004,"deutsch",3373,97.2326318823869
"10 Moosach",2005,"deutsch",3244,93.5139809743442
"10 Moosach",2006,"deutsch",3321,95.7336408186797
"10 Moosach",2007,"deutsch",3695,106.514845776881
"10 Moosach",2008,"deutsch",3642,104.987027961949
"10 Moosach",2009,"deutsch",3693,106.457192274431
"10 Moosach",2010,"deutsch",3357,96.7714038627847
"10 Moosach",2011,"deutsch",3494,100.720668780628
"10 Moosach",2012,"deutsch",3428,98.8181031997694
"10 Moosach",2013,"deutsch",3738,107.754396079562
"10 Moosach",2014,"deutsch",3324,95.8201210723551
"10 Moosach",2015,"deutsch",3324,95.8201210723551
"10 Moosach",2016,"deutsch",3194,92.0726434130873
"10 Moosach",2017,"deutsch",3094,89.1899682905736
"10 Moosach",2018,"deutsch",3086,88.9593542807726
"10 Moosach",2019,"deutsch",3097,89.2764485442491
"10 Moosach",2020,"deutsch",3365,97.0020178725858
"10 Moosach",2021,"deutsch",3139,90.4871720957048
"10 Moosach",2022,"deutsch",3035,87.4891899682906
"10 Moosach",2023,"deutsch",2696,77.7169213029692
"10 Moosach",2024,"deutsch",2543,73.3064283655232
"10 Moosach",2000,"nichtdeutsch",3381,100
"10 Moosach",2001,"nichtdeutsch",3201,94.6761313220941
"10 Moosach",2002,"nichtdeutsch",2860,84.5903578822834
"10 Moosach",2003,"nichtdeutsch",3055,90.3578822833481
"10 Moosach",2004,"nichtdeutsch",3351,99.1126885536823
"10 Moosach",2005,"nichtdeutsch",3218,95.1789411416741
"10 Moosach",2006,"nichtdeutsch",2753,81.4256137237504
"10 Moosach",2007,"nichtdeutsch",2916,86.2466725820763
"10 Moosach",2008,"nichtdeutsch",2908,86.0100561963916
"10 Moosach",2009,"nichtdeutsch",3734,110.440698018338
"10 Moosach",2010,"nichtdeutsch",3982,117.775805974564
"10 Moosach",2011,"nichtdeutsch",4116,121.739130434783
"10 Moosach",2012,"nichtdeutsch",4642,137.296657793552
"10 Moosach",2013,"nichtdeutsch",5151,152.351375332742
"10 Moosach",2014,"nichtdeutsch",4957,146.613427979888
"10 Moosach",2015,"nichtdeutsch",4689,138.68677905945
"10 Moosach",2016,"nichtdeutsch",4505,133.244602188702
"10 Moosach",2017,"nichtdeutsch",4384,129.66577935522
"10 Moosach",2018,"nichtdeutsch",4391,129.872818692694
"10 Moosach",2019,"nichtdeutsch",4625,136.793847973972
"10 Moosach",2020,"nichtdeutsch",3866,114.344868382135
"10 Moosach",2021,"nichtdeutsch",4632,137.000887311446
"10 Moosach",2022,"nichtdeutsch",5697,168.500443655723
"10 Moosach",2023,"nichtdeutsch",4857,143.655723158829
"10 Moosach",2024,"nichtdeutsch",4392,129.902395740905
"11 Milbertshofen - Am Hart",2000,"deutsch",5253,100
"11 Milbertshofen - Am Hart",2001,"deutsch",4668,88.8635065676756
"11 Milbertshofen - Am Hart",2002,"deutsch",4428,84.2946887492861
"11 Milbertshofen - Am Hart",2003,"deutsch",4452,84.7515705311251
"11 Milbertshofen - Am Hart",2004,"deutsch",5384,102.493813059204
"11 Milbertshofen - Am Hart",2005,"deutsch",5212,99.2194936226918
"11 Milbertshofen - Am Hart",2006,"deutsch",5320,101.275461640967
"11 Milbertshofen - Am Hart",2007,"deutsch",5508,104.854368932039
"11 Milbertshofen - Am Hart",2008,"deutsch",5642,107.405292213973
"11 Milbertshofen - Am Hart",2009,"deutsch",5491,104.53074433657
"11 Milbertshofen - Am Hart",2010,"deutsch",5485,104.41652389111
"11 Milbertshofen - Am Hart",2011,"deutsch",5253,100
"11 Milbertshofen - Am Hart",2012,"deutsch",4999,95.1646678088711
"11 Milbertshofen - Am Hart",2013,"deutsch",4733,90.1008947268228
"11 Milbertshofen - Am Hart",2014,"deutsch",4789,91.1669522177803
"11 Milbertshofen - Am Hart",2015,"deutsch",4396,83.6855130401675
"11 Milbertshofen - Am Hart",2016,"deutsch",4303,81.9150961355416
"11 Milbertshofen - Am Hart",2017,"deutsch",4143,78.8692175899486
"11 Milbertshofen - Am Hart",2018,"deutsch",4140,78.8121073672187
"11 Milbertshofen - Am Hart",2019,"deutsch",4469,85.0751951265943
"11 Milbertshofen - Am Hart",2020,"deutsch",3973,75.632971635256
"11 Milbertshofen - Am Hart",2021,"deutsch",3970,75.5758614125262
"11 Milbertshofen - Am Hart",2022,"deutsch",3879,73.8435179897202
"11 Milbertshofen - Am Hart",2023,"deutsch",3588,68.3038263849229
"11 Milbertshofen - Am Hart",2024,"deutsch",3452,65.7148296211689
"11 Milbertshofen - Am Hart",2000,"nichtdeutsch",6316,100
"11 Milbertshofen - Am Hart",2001,"nichtdeutsch",6031,95.487650411653
"11 Milbertshofen - Am Hart",2002,"nichtdeutsch",5881,93.1127295756808
"11 Milbertshofen - Am Hart",2003,"nichtdeutsch",6612,104.686510449652
"11 Milbertshofen - Am Hart",2004,"nichtdeutsch",7013,111.035465484484
"11 Milbertshofen - Am Hart",2005,"nichtdeutsch",7310,115.737808739709
"11 Milbertshofen - Am Hart",2006,"nichtdeutsch",6296,99.6833438885371
"11 Milbertshofen - Am Hart",2007,"nichtdeutsch",6501,102.929069031032
"11 Milbertshofen - Am Hart",2008,"nichtdeutsch",6068,96.0734642178594
"11 Milbertshofen - Am Hart",2009,"nichtdeutsch",6225,98.5592146928436
"11 Milbertshofen - Am Hart",2010,"nichtdeutsch",6871,108.787207093097
"11 Milbertshofen - Am Hart",2011,"nichtdeutsch",7108,112.539582013933
"11 Milbertshofen - Am Hart",2012,"nichtdeutsch",7687,121.706776440785
"11 Milbertshofen - Am Hart",2013,"nichtdeutsch",7612,120.519316022799
"11 Milbertshofen - Am Hart",2014,"nichtdeutsch",8072,127.802406586447
"11 Milbertshofen - Am Hart",2015,"nichtdeutsch",8289,131.23812539582
"11 Milbertshofen - Am Hart",2016,"nichtdeutsch",8599,136.146295123496
"11 Milbertshofen - Am Hart",2017,"nichtdeutsch",7685,121.675110829639
"11 Milbertshofen - Am Hart",2018,"nichtdeutsch",7745,122.625079164028
"11 Milbertshofen - Am Hart",2019,"nichtdeutsch",8264,130.842305256491
"11 Milbertshofen - Am Hart",2020,"nichtdeutsch",6099,96.564281190627
"11 Milbertshofen - Am Hart",2021,"nichtdeutsch",7673,121.485117162761
"11 Milbertshofen - Am Hart",2022,"nichtdeutsch",9246,146.390120329322
"11 Milbertshofen - Am Hart",2023,"nichtdeutsch",8180,129.512349588347
"11 Milbertshofen - Am Hart",2024,"nichtdeutsch",7380,116.846105129829
"12 Schwabing - Freimann",2000,"deutsch",5744,100
"12 Schwabing - Freimann",2001,"deutsch",5512,95.9610027855153
"12 Schwabing - Freimann",2002,"deutsch",5240,91.2256267409471
"12 Schwabing - Freimann",2003,"deutsch",5189,90.3377437325905
"12 Schwabing - Freimann",2004,"deutsch",5394,93.9066852367688
"12 Schwabing - Freimann",2005,"deutsch",5700,99.2339832869081
"12 Schwabing - Freimann",2006,"deutsch",6129,106.702646239554
"12 Schwabing - Freimann",2007,"deutsch",6657,115.894846796657
"12 Schwabing - Freimann",2008,"deutsch",6748,117.479108635097
"12 Schwabing - Freimann",2009,"deutsch",6491,113.004874651811
"12 Schwabing - Freimann",2010,"deutsch",7142,124.338440111421
"12 Schwabing - Freimann",2011,"deutsch",6874,119.672701949861
"12 Schwabing - Freimann",2012,"deutsch",6482,112.848189415042
"12 Schwabing - Freimann",2013,"deutsch",5724,99.6518105849582
"12 Schwabing - Freimann",2014,"deutsch",5825,101.410167130919
"12 Schwabing - Freimann",2015,"deutsch",6648,115.738161559889
"12 Schwabing - Freimann",2016,"deutsch",6665,116.034122562674
"12 Schwabing - Freimann",2017,"deutsch",6212,108.147632311978
"12 Schwabing - Freimann",2018,"deutsch",6252,108.844011142061
"12 Schwabing - Freimann",2019,"deutsch",5596,97.4233983286908
"12 Schwabing - Freimann",2020,"deutsch",5485,95.4909470752089
"12 Schwabing - Freimann",2021,"deutsch",5518,96.0654596100279
"12 Schwabing - Freimann",2022,"deutsch",5041,87.7611420612813
"12 Schwabing - Freimann",2023,"deutsch",5234,91.1211699164345
"12 Schwabing - Freimann",2024,"deutsch",5043,87.7959610027855
"12 Schwabing - Freimann",2000,"nichtdeutsch",4669,100
"12 Schwabing - Freimann",2001,"nichtdeutsch",5045,108.053116298993
"12 Schwabing - Freimann",2002,"nichtdeutsch",5169,110.708931248661
"12 Schwabing - Freimann",2003,"nichtdeutsch",5139,110.066395373742
"12 Schwabing - Freimann",2004,"nichtdeutsch",5189,111.137288498608
"12 Schwabing - Freimann",2005,"nichtdeutsch",4981,106.682373099165
"12 Schwabing - Freimann",2006,"nichtdeutsch",4823,103.298350824588
"12 Schwabing - Freimann",2007,"nichtdeutsch",4677,100.171342899979
"12 Schwabing - Freimann",2008,"nichtdeutsch",4828,103.405440137074
"12 Schwabing - Freimann",2009,"nichtdeutsch",4752,101.777682587278
"12 Schwabing - Freimann",2010,"nichtdeutsch",5225,111.908331548511
"12 Schwabing - Freimann",2011,"nichtdeutsch",5687,121.803384022275
"12 Schwabing - Freimann",2012,"nichtdeutsch",6083,130.284857571214
"12 Schwabing - Freimann",2013,"nichtdeutsch",6693,143.349753694581
"12 Schwabing - Freimann",2014,"nichtdeutsch",13622,291.754122938531
"12 Schwabing - Freimann",2015,"nichtdeutsch",10827,231.891197258514
"12 Schwabing - Freimann",2016,"nichtdeutsch",12710,272.221032340972
"12 Schwabing - Freimann",2017,"nichtdeutsch",11351,243.114157207111
"12 Schwabing - Freimann",2018,"nichtdeutsch",10691,228.978367958878
"12 Schwabing - Freimann",2019,"nichtdeutsch",9429,201.949025487256
"12 Schwabing - Freimann",2020,"nichtdeutsch",11448,245.191689869351
"12 Schwabing - Freimann",2021,"nichtdeutsch",15890,340.329835082459
"12 Schwabing - Freimann",2022,"nichtdeutsch",20670,442.707217819662
"12 Schwabing - Freimann",2023,"nichtdeutsch",23040,493.467551938317
"12 Schwabing - Freimann",2024,"nichtdeutsch",14602,312.743628185907
"13 Bogenhausen",2000,"deutsch",5981,100
"13 Bogenhausen",2001,"deutsch",6055,101.23725129577
"13 Bogenhausen",2002,"deutsch",6006,100.417990302625
"13 Bogenhausen",2003,"deutsch",6029,100.80254138104
"13 Bogenhausen",2004,"deutsch",6534,109.245945494065
"13 Bogenhausen",2005,"deutsch",6484,108.409964888815
"13 Bogenhausen",2006,"deutsch",6406,107.105835144625
"13 Bogenhausen",2007,"deutsch",6514,108.911553251965
"13 Bogenhausen",2008,"deutsch",6436,107.607423507775
"13 Bogenhausen",2009,"deutsch",6579,109.99832803879
"13 Bogenhausen",2010,"deutsch",6689,111.837485370339
"13 Bogenhausen",2011,"deutsch",6893,115.248286239759
"13 Bogenhausen",2012,"deutsch",6218,103.962548068885
"13 Bogenhausen",2013,"deutsch",6153,102.87577328206
"13 Bogenhausen",2014,"deutsch",6084,101.722120046815
"13 Bogenhausen",2015,"deutsch",5712,95.5024243437552
"13 Bogenhausen",2016,"deutsch",5464,91.3559605417154
"13 Bogenhausen",2017,"deutsch",5474,91.5231566627654
"13 Bogenhausen",2018,"deutsch",6156,102.925932118375
"13 Bogenhausen",2019,"deutsch",6442,107.707741180405
"13 Bogenhausen",2020,"deutsch",6819,114.011034943989
"13 Bogenhausen",2021,"deutsch",6186,103.427520481525
"13 Bogenhausen",2022,"deutsch",5006,83.6983781976258
"13 Bogenhausen",2023,"deutsch",4800,80.254138103996
"13 Bogenhausen",2024,"deutsch",4996,83.5311820765758
"13 Bogenhausen",2000,"nichtdeutsch",3876,100
"13 Bogenhausen",2001,"nichtdeutsch",3562,91.8988648090815
"13 Bogenhausen",2002,"nichtdeutsch",3588,92.5696594427245
"13 Bogenhausen",2003,"nichtdeutsch",3973,102.50257997936
"13 Bogenhausen",2004,"nichtdeutsch",3768,97.2136222910217
"13 Bogenhausen",2005,"nichtdeutsch",3709,95.6914344685242
"13 Bogenhausen",2006,"nichtdeutsch",3424,88.3384932920537
"13 Bogenhausen",2007,"nichtdeutsch",3433,88.5706914344685
"13 Bogenhausen",2008,"nichtdeutsch",3352,86.4809081527348
"13 Bogenhausen",2009,"nichtdeutsch",3569,92.0794633642931
"13 Bogenhausen",2010,"nichtdeutsch",3583,92.4406604747162
"13 Bogenhausen",2011,"nichtdeutsch",4164,107.430340557276
"13 Bogenhausen",2012,"nichtdeutsch",4699,121.233230134159
"13 Bogenhausen",2013,"nichtdeutsch",4875,125.77399380805
"13 Bogenhausen",2014,"nichtdeutsch",5246,135.345717234262
"13 Bogenhausen",2015,"nichtdeutsch",6249,161.222910216718
"13 Bogenhausen",2016,"nichtdeutsch",6732,173.684210526316
"13 Bogenhausen",2017,"nichtdeutsch",5150,132.868937048504
"13 Bogenhausen",2018,"nichtdeutsch",5683,146.620227038184
"13 Bogenhausen",2019,"nichtdeutsch",5733,147.910216718266
"13 Bogenhausen",2020,"nichtdeutsch",5077,130.985552115583
"13 Bogenhausen",2021,"nichtdeutsch",5927,152.915376676987
"13 Bogenhausen",2022,"nichtdeutsch",9009,232.430340557276
"13 Bogenhausen",2023,"nichtdeutsch",8035,207.301341589267
"13 Bogenhausen",2024,"nichtdeutsch",7221,186.300309597523
"14 Berg am Laim",2000,"deutsch",3381,100
"14 Berg am Laim",2001,"deutsch",3049,90.1804199940846
"14 Berg am Laim",2002,"deutsch",2836,83.8805087252292
"14 Berg am Laim",2003,"deutsch",2738,80.9819580005915
"14 Berg am Laim",2004,"deutsch",3131,92.6057379473528
"14 Berg am Laim",2005,"deutsch",2998,88.6719905353446
"14 Berg am Laim",2006,"deutsch",3077,91.0085773439811
"14 Berg am Laim",2007,"deutsch",3491,103.253475303165
"14 Berg am Laim",2008,"deutsch",3244,95.9479443951494
"14 Berg am Laim",2009,"deutsch",3282,97.0718722271517
"14 Berg am Laim",2010,"deutsch",3590,106.181603076013
"14 Berg am Laim",2011,"deutsch",3416,101.035196687371
"14 Berg am Laim",2012,"deutsch",3354,99.2014196983141
"14 Berg am Laim",2013,"deutsch",2975,87.991718426501
"14 Berg am Laim",2014,"deutsch",2979,88.1100266193434
"14 Berg am Laim",2015,"deutsch",2916,86.2466725820763
"14 Berg am Laim",2016,"deutsch",2820,83.4072759538598
"14 Berg am Laim",2017,"deutsch",2698,79.798876072168
"14 Berg am Laim",2018,"deutsch",2532,74.8890860692103
"14 Berg am Laim",2019,"deutsch",2797,82.7270038450163
"14 Berg am Laim",2020,"deutsch",2391,70.7187222715173
"14 Berg am Laim",2021,"deutsch",2548,75.3623188405797
"14 Berg am Laim",2022,"deutsch",2264,66.9624371487726
"14 Berg am Laim",2023,"deutsch",2179,64.4483880508725
"14 Berg am Laim",2024,"deutsch",2116,62.5850340136054
"14 Berg am Laim",2000,"nichtdeutsch",2871,100
"14 Berg am Laim",2001,"nichtdeutsch",2622,91.3270637408568
"14 Berg am Laim",2002,"nichtdeutsch",2285,79.5889933820968
"14 Berg am Laim",2003,"nichtdeutsch",2198,76.5586903517938
"14 Berg am Laim",2004,"nichtdeutsch",2297,80.0069662138628
"14 Berg am Laim",2005,"nichtdeutsch",2380,82.8979449669105
"14 Berg am Laim",2006,"nichtdeutsch",2172,75.6530825496343
"14 Berg am Laim",2007,"nichtdeutsch",2534,88.26192964124
"14 Berg am Laim",2008,"nichtdeutsch",2489,86.6945315221177
"14 Berg am Laim",2009,"nichtdeutsch",2397,83.4900731452456
"14 Berg am Laim",2010,"nichtdeutsch",2595,90.3866248693835
"14 Berg am Laim",2011,"nichtdeutsch",2701,94.0787182166492
"14 Berg am Laim",2012,"nichtdeutsch",2890,100.661790316963
"14 Berg am Laim",2013,"nichtdeutsch",2956,102.960640891675
"14 Berg am Laim",2014,"nichtdeutsch",3193,111.215604319053
"14 Berg am Laim",2015,"nichtdeutsch",3478,121.142459073494
"14 Berg am Laim",2016,"nichtdeutsch",2903,101.114594218042
"14 Berg am Laim",2017,"nichtdeutsch",2975,103.622431208638
"14 Berg am Laim",2018,"nichtdeutsch",2853,99.3730407523511
"14 Berg am Laim",2019,"nichtdeutsch",3298,114.872866597005
"14 Berg am Laim",2020,"nichtdeutsch",2608,90.8394287704632
"14 Berg am Laim",2021,"nichtdeutsch",3250,113.200975269941
"14 Berg am Laim",2022,"nichtdeutsch",4220,146.987112504354
"14 Berg am Laim",2023,"nichtdeutsch",3409,118.739115290839
"14 Berg am Laim",2024,"nichtdeutsch",3582,124.764890282132
"15 Trudering - Riem",2000,"deutsch",4680,100
"15 Trudering - Riem",2001,"deutsch",4568,97.6068376068376
"15 Trudering - Riem",2002,"deutsch",4305,91.9871794871795
"15 Trudering - Riem",2003,"deutsch",4266,91.1538461538461
"15 Trudering - Riem",2004,"deutsch",4589,98.0555555555556
"15 Trudering - Riem",2005,"deutsch",5376,114.871794871795
"15 Trudering - Riem",2006,"deutsch",5599,119.636752136752
"15 Trudering - Riem",2007,"deutsch",5921,126.517094017094
"15 Trudering - Riem",2008,"deutsch",6075,129.807692307692
"15 Trudering - Riem",2009,"deutsch",5736,122.564102564103
"15 Trudering - Riem",2010,"deutsch",5283,112.884615384615
"15 Trudering - Riem",2011,"deutsch",5229,111.730769230769
"15 Trudering - Riem",2012,"deutsch",4683,100.064102564103
"15 Trudering - Riem",2013,"deutsch",4385,93.6965811965812
"15 Trudering - Riem",2014,"deutsch",4315,92.2008547008547
"15 Trudering - Riem",2015,"deutsch",4616,98.6324786324786
"15 Trudering - Riem",2016,"deutsch",4091,87.4145299145299
"15 Trudering - Riem",2017,"deutsch",4512,96.4102564102564
"15 Trudering - Riem",2018,"deutsch",4120,88.034188034188
"15 Trudering - Riem",2019,"deutsch",4015,85.7905982905983
"15 Trudering - Riem",2020,"deutsch",4432,94.7008547008547
"15 Trudering - Riem",2021,"deutsch",4695,100.320512820513
"15 Trudering - Riem",2022,"deutsch",3967,84.7649572649573
"15 Trudering - Riem",2023,"deutsch",3767,80.491452991453
"15 Trudering - Riem",2024,"deutsch",3786,80.8974358974359
"15 Trudering - Riem",2000,"nichtdeutsch",2692,100
"15 Trudering - Riem",2001,"nichtdeutsch",3039,112.890044576523
"15 Trudering - Riem",2002,"nichtdeutsch",3138,116.567607726597
"15 Trudering - Riem",2003,"nichtdeutsch",3528,131.054977711738
"15 Trudering - Riem",2004,"nichtdeutsch",2798,103.937592867756
"15 Trudering - Riem",2005,"nichtdeutsch",2830,105.126300148588
"15 Trudering - Riem",2006,"nichtdeutsch",2799,103.974739970282
"15 Trudering - Riem",2007,"nichtdeutsch",2778,103.194650817236
"15 Trudering - Riem",2008,"nichtdeutsch",2955,109.769687964339
"15 Trudering - Riem",2009,"nichtdeutsch",3073,114.153046062407
"15 Trudering - Riem",2010,"nichtdeutsch",3180,118.127786032689
"15 Trudering - Riem",2011,"nichtdeutsch",3686,136.924219910847
"15 Trudering - Riem",2012,"nichtdeutsch",3246,120.579494799406
"15 Trudering - Riem",2013,"nichtdeutsch",3398,126.225854383358
"15 Trudering - Riem",2014,"nichtdeutsch",3744,139.078751857355
"15 Trudering - Riem",2015,"nichtdeutsch",4228,157.057949479941
"15 Trudering - Riem",2016,"nichtdeutsch",4970,184.621099554235
"15 Trudering - Riem",2017,"nichtdeutsch",4712,175.037147102526
"15 Trudering - Riem",2018,"nichtdeutsch",4271,158.655274888559
"15 Trudering - Riem",2019,"nichtdeutsch",4341,161.255572065379
"15 Trudering - Riem",2020,"nichtdeutsch",4066,151.040118870728
"15 Trudering - Riem",2021,"nichtdeutsch",4636,172.21396731055
"15 Trudering - Riem",2022,"nichtdeutsch",6271,232.949479940565
"15 Trudering - Riem",2023,"nichtdeutsch",4949,183.841010401189
"15 Trudering - Riem",2024,"nichtdeutsch",4975,184.806835066865
"16 Ramersdorf - Perlach",2000,"deutsch",7029,100
"16 Ramersdorf - Perlach",2001,"deutsch",6739,95.874235310855
"16 Ramersdorf - Perlach",2002,"deutsch",6244,88.8319817897283
"16 Ramersdorf - Perlach",2003,"deutsch",6790,96.5998008251529
"16 Ramersdorf - Perlach",2004,"deutsch",6731,95.7604211125338
"16 Ramersdorf - Perlach",2005,"deutsch",6946,98.8191776924171
"16 Ramersdorf - Perlach",2006,"deutsch",6720,95.6039265898421
"16 Ramersdorf - Perlach",2007,"deutsch",7157,101.82102717314
"16 Ramersdorf - Perlach",2008,"deutsch",7248,103.115663679044
"16 Ramersdorf - Perlach",2009,"deutsch",6905,98.2358799260208
"16 Ramersdorf - Perlach",2010,"deutsch",6935,98.6626831697254
"16 Ramersdorf - Perlach",2011,"deutsch",6858,97.5672215108835
"16 Ramersdorf - Perlach",2012,"deutsch",6191,88.07796272585
"16 Ramersdorf - Perlach",2013,"deutsch",5963,84.8342580736947
"16 Ramersdorf - Perlach",2014,"deutsch",5978,85.047659695547
"16 Ramersdorf - Perlach",2015,"deutsch",6102,86.8117797695263
"16 Ramersdorf - Perlach",2016,"deutsch",5623,79.997154645042
"16 Ramersdorf - Perlach",2017,"deutsch",6442,91.648883198179
"16 Ramersdorf - Perlach",2018,"deutsch",5890,83.7957035140134
"16 Ramersdorf - Perlach",2019,"deutsch",5684,80.8649879072414
"16 Ramersdorf - Perlach",2020,"deutsch",5516,78.4748897424954
"16 Ramersdorf - Perlach",2021,"deutsch",5843,83.1270450988761
"16 Ramersdorf - Perlach",2022,"deutsch",5346,76.056338028169
"16 Ramersdorf - Perlach",2023,"deutsch",5517,78.4891165172855
"16 Ramersdorf - Perlach",2024,"deutsch",4975,70.7782045810215
"16 Ramersdorf - Perlach",2000,"nichtdeutsch",6213,100
"16 Ramersdorf - Perlach",2001,"nichtdeutsch",6203,99.8390471591824
"16 Ramersdorf - Perlach",2002,"nichtdeutsch",5589,89.9565427329792
"16 Ramersdorf - Perlach",2003,"nichtdeutsch",6136,98.7606631257042
"16 Ramersdorf - Perlach",2004,"nichtdeutsch",6248,100.563334942862
"16 Ramersdorf - Perlach",2005,"nichtdeutsch",5960,95.9278931273137
"16 Ramersdorf - Perlach",2006,"nichtdeutsch",5700,91.743119266055
"16 Ramersdorf - Perlach",2007,"nichtdeutsch",5778,92.9985514244326
"16 Ramersdorf - Perlach",2008,"nichtdeutsch",5973,96.1371318203766
"16 Ramersdorf - Perlach",2009,"nichtdeutsch",5784,93.0951231289232
"16 Ramersdorf - Perlach",2010,"nichtdeutsch",6312,101.593433124095
"16 Ramersdorf - Perlach",2011,"nichtdeutsch",6709,107.983260904555
"16 Ramersdorf - Perlach",2012,"nichtdeutsch",6920,111.379365845807
"16 Ramersdorf - Perlach",2013,"nichtdeutsch",7380,118.783196523419
"16 Ramersdorf - Perlach",2014,"nichtdeutsch",8235,132.544664413327
"16 Ramersdorf - Perlach",2015,"nichtdeutsch",8535,137.373249637856
"16 Ramersdorf - Perlach",2016,"nichtdeutsch",7812,125.736359246741
"16 Ramersdorf - Perlach",2017,"nichtdeutsch",7775,125.140833735715
"16 Ramersdorf - Perlach",2018,"nichtdeutsch",7934,127.699983904716
"16 Ramersdorf - Perlach",2019,"nichtdeutsch",8458,136.13391276356
"16 Ramersdorf - Perlach",2020,"nichtdeutsch",6674,107.419925961693
"16 Ramersdorf - Perlach",2021,"nichtdeutsch",7884,126.895219700628
"16 Ramersdorf - Perlach",2022,"nichtdeutsch",9901,159.359407693546
"16 Ramersdorf - Perlach",2023,"nichtdeutsch",9206,148.17318525672
"16 Ramersdorf - Perlach",2024,"nichtdeutsch",8040,129.406084017383
"17 Obergiesing - Fasangarten",2000,"deutsch",4026,100
"17 Obergiesing - Fasangarten",2001,"deutsch",4157,103.253849975161
