"Anfangsbezirk_Nr","Jahr","Anfangsbezirk","Umzugsbezirk","Anzahl"
"22",2006,"22 Aubing - Lochhausen - Langwied","04 Schwabing - West",45
"22",2006,"22 Aubing - Lochhausen - Langwied","05 Au - Haidhausen",39
"22",2006,"22 Aubing - Lochhausen - Langwied","06 Sendling",26
"22",2006,"22 Aubing - Lochhausen - Langwied","07 Sendling - Westpark",56
"22",2006,"22 Aubing - Lochhausen - Langwied","08 Schwanthalerhöhe",37
"22",2006,"22 Aubing - Lochhausen - Langwied","09 Neuhausen - Nymphenburg",89
"22",2006,"22 Aubing - Lochhausen - Langwied","10 Moosach",42
"22",2006,"22 Aubing - Lochhausen - Langwied","11 Milbertshofen - Am Hart",68
"22",2006,"22 Aubing - Lochhausen - Langwied","12 Schwabing - Freimann",57
"22",2006,"22 Aubing - Lochhausen - Langwied","13 Bogenhausen",25
"22",2006,"22 Aubing - Lochhausen - Langwied","14 Berg am Laim",35
"22",2006,"22 Aubing - Lochhausen - Langwied","15 Trudering - Riem",64
"22",2006,"22 Aubing - Lochhausen - Langwied","16 Ramersdorf - Perlach",95
"22",2006,"22 Aubing - Lochhausen - Langwied","17 Obergiesing - Fasangarten",46
"22",2006,"22 Aubing - Lochhausen - Langwied","18 Untergiesing - Harlaching",40
"22",2006,"22 Aubing - Lochhausen - Langwied","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",56
"22",2006,"22 Aubing - Lochhausen - Langwied","20 Hadern",38
"22",2006,"22 Aubing - Lochhausen - Langwied","21 Pasing - Obermenzing",236
"22",2006,"22 Aubing - Lochhausen - Langwied","22 Aubing - Lochhausen - Langwied",923
"22",2006,"22 Aubing - Lochhausen - Langwied","23 Allach - Untermenzing",75
"22",2006,"22 Aubing - Lochhausen - Langwied","24 Feldmoching - Hasenbergl",43
"22",2006,"22 Aubing - Lochhausen - Langwied","25 Laim",107
"23",2006,"23 Allach - Untermenzing","01 Altstadt - Lehel",7
"23",2006,"23 Allach - Untermenzing","02 Ludwigsvorstadt - Isarvorstadt",44
"23",2006,"23 Allach - Untermenzing","03 Maxvorstadt",58
"23",2006,"23 Allach - Untermenzing","04 Schwabing - West",27
"23",2006,"23 Allach - Untermenzing","05 Au - Haidhausen",29
"23",2006,"23 Allach - Untermenzing","06 Sendling",19
"23",2006,"23 Allach - Untermenzing","07 Sendling - Westpark",31
"23",2006,"23 Allach - Untermenzing","08 Schwanthalerhöhe",28
"23",2006,"23 Allach - Untermenzing","09 Neuhausen - Nymphenburg",90
"23",2006,"23 Allach - Untermenzing","10 Moosach",110
"23",2006,"23 Allach - Untermenzing","11 Milbertshofen - Am Hart",78
"23",2006,"23 Allach - Untermenzing","12 Schwabing - Freimann",30
"23",2006,"23 Allach - Untermenzing","13 Bogenhausen",43
"23",2006,"23 Allach - Untermenzing","14 Berg am Laim",14
"23",2006,"23 Allach - Untermenzing","15 Trudering - Riem",50
"23",2006,"23 Allach - Untermenzing","16 Ramersdorf - Perlach",53
"23",2006,"23 Allach - Untermenzing","17 Obergiesing - Fasangarten",30
"23",2006,"23 Allach - Untermenzing","18 Untergiesing - Harlaching",26
"23",2006,"23 Allach - Untermenzing","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",46
"23",2006,"23 Allach - Untermenzing","20 Hadern",37
"23",2006,"23 Allach - Untermenzing","21 Pasing - Obermenzing",137
"23",2006,"23 Allach - Untermenzing","22 Aubing - Lochhausen - Langwied",91
"23",2006,"23 Allach - Untermenzing","23 Allach - Untermenzing",653
"23",2006,"23 Allach - Untermenzing","24 Feldmoching - Hasenbergl",62
"23",2006,"23 Allach - Untermenzing","25 Laim",47
"24",2006,"24 Feldmoching - Hasenbergl","01 Altstadt - Lehel",11
"24",2006,"24 Feldmoching - Hasenbergl","02 Ludwigsvorstadt - Isarvorstadt",64
"24",2006,"24 Feldmoching - Hasenbergl","03 Maxvorstadt",102
"24",2006,"24 Feldmoching - Hasenbergl","04 Schwabing - West",119
"24",2006,"24 Feldmoching - Hasenbergl","05 Au - Haidhausen",64
"24",2006,"24 Feldmoching - Hasenbergl","06 Sendling",43
"24",2006,"24 Feldmoching - Hasenbergl","07 Sendling - Westpark",42
"24",2006,"24 Feldmoching - Hasenbergl","08 Schwanthalerhöhe",38
"24",2006,"24 Feldmoching - Hasenbergl","09 Neuhausen - Nymphenburg",110
"24",2006,"24 Feldmoching - Hasenbergl","10 Moosach",175
"24",2006,"24 Feldmoching - Hasenbergl","11 Milbertshofen - Am Hart",389
"24",2006,"24 Feldmoching - Hasenbergl","12 Schwabing - Freimann",135
"24",2006,"24 Feldmoching - Hasenbergl","13 Bogenhausen",103
"24",2006,"24 Feldmoching - Hasenbergl","14 Berg am Laim",36
"24",2006,"24 Feldmoching - Hasenbergl","15 Trudering - Riem",101
"24",2006,"24 Feldmoching - Hasenbergl","16 Ramersdorf - Perlach",157
"24",2006,"24 Feldmoching - Hasenbergl","17 Obergiesing - Fasangarten",78
"24",2006,"24 Feldmoching - Hasenbergl","18 Untergiesing - Harlaching",60
"24",2006,"24 Feldmoching - Hasenbergl","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",83
"24",2006,"24 Feldmoching - Hasenbergl","20 Hadern",53
"24",2006,"24 Feldmoching - Hasenbergl","21 Pasing - Obermenzing",55
"24",2006,"24 Feldmoching - Hasenbergl","22 Aubing - Lochhausen - Langwied",41
"24",2006,"24 Feldmoching - Hasenbergl","23 Allach - Untermenzing",52
"24",2006,"24 Feldmoching - Hasenbergl","24 Feldmoching - Hasenbergl",1424
"24",2006,"24 Feldmoching - Hasenbergl","25 Laim",79
"25",2006,"25 Laim","01 Altstadt - Lehel",19
"25",2006,"25 Laim","02 Ludwigsvorstadt - Isarvorstadt",94
"25",2006,"25 Laim","03 Maxvorstadt",105
"25",2006,"25 Laim","04 Schwabing - West",103
"25",2006,"25 Laim","05 Au - Haidhausen",112
"25",2006,"25 Laim","06 Sendling",89
"25",2006,"25 Laim","07 Sendling - Westpark",177
"25",2006,"25 Laim","08 Schwanthalerhöhe",108
"25",2006,"25 Laim","09 Neuhausen - Nymphenburg",215
"25",2006,"25 Laim","10 Moosach",94
"25",2006,"25 Laim","11 Milbertshofen - Am Hart",120
"25",2006,"25 Laim","12 Schwabing - Freimann",83
"25",2006,"25 Laim","13 Bogenhausen",86
"25",2006,"25 Laim","14 Berg am Laim",70
"25",2006,"25 Laim","15 Trudering - Riem",82
"25",2006,"25 Laim","16 Ramersdorf - Perlach",140
"25",2006,"25 Laim","17 Obergiesing - Fasangarten",107
"25",2006,"25 Laim","18 Untergiesing - Harlaching",87
"25",2006,"25 Laim","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",224
"25",2006,"25 Laim","20 Hadern",198
"25",2006,"25 Laim","21 Pasing - Obermenzing",244
"25",2006,"25 Laim","22 Aubing - Lochhausen - Langwied",130
"25",2006,"25 Laim","23 Allach - Untermenzing",51
"25",2006,"25 Laim","24 Feldmoching - Hasenbergl",119
"25",2006,"25 Laim","25 Laim",1124
"1",2007,"01 Altstadt - Lehel","01 Altstadt - Lehel",369
"1",2007,"01 Altstadt - Lehel","02 Ludwigsvorstadt - Isarvorstadt",175
"1",2007,"01 Altstadt - Lehel","03 Maxvorstadt",108
"1",2007,"01 Altstadt - Lehel","04 Schwabing - West",112
"1",2007,"01 Altstadt - Lehel","05 Au - Haidhausen",176
"1",2007,"01 Altstadt - Lehel","06 Sendling",40
"1",2007,"01 Altstadt - Lehel","07 Sendling - Westpark",34
"1",2007,"01 Altstadt - Lehel","08 Schwanthalerhöhe",34
"1",2007,"01 Altstadt - Lehel","09 Neuhausen - Nymphenburg",107
"1",2007,"01 Altstadt - Lehel","10 Moosach",29
"1",2007,"01 Altstadt - Lehel","11 Milbertshofen - Am Hart",43
"1",2007,"01 Altstadt - Lehel","12 Schwabing - Freimann",86
"1",2007,"01 Altstadt - Lehel","13 Bogenhausen",119
"1",2007,"01 Altstadt - Lehel","14 Berg am Laim",51
"1",2007,"01 Altstadt - Lehel","15 Trudering - Riem",37
"1",2007,"01 Altstadt - Lehel","16 Ramersdorf - Perlach",71
"1",2007,"01 Altstadt - Lehel","17 Obergiesing - Fasangarten",46
"1",2007,"01 Altstadt - Lehel","18 Untergiesing - Harlaching",73
"1",2007,"01 Altstadt - Lehel","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",59
"1",2007,"01 Altstadt - Lehel","20 Hadern",19
"1",2007,"01 Altstadt - Lehel","21 Pasing - Obermenzing",42
"1",2007,"01 Altstadt - Lehel","22 Aubing - Lochhausen - Langwied",20
"1",2007,"01 Altstadt - Lehel","23 Allach - Untermenzing",13
"1",2007,"01 Altstadt - Lehel","24 Feldmoching - Hasenbergl",6
"1",2007,"01 Altstadt - Lehel","25 Laim",38
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","01 Altstadt - Lehel",153
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","02 Ludwigsvorstadt - Isarvorstadt",1379
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","03 Maxvorstadt",240
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","04 Schwabing - West",205
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","05 Au - Haidhausen",343
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","06 Sendling",308
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","07 Sendling - Westpark",160
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","08 Schwanthalerhöhe",202
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","09 Neuhausen - Nymphenburg",266
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","10 Moosach",85
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","11 Milbertshofen - Am Hart",162
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","12 Schwabing - Freimann",193
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","13 Bogenhausen",156
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","14 Berg am Laim",149
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","15 Trudering - Riem",128
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","16 Ramersdorf - Perlach",237
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","17 Obergiesing - Fasangarten",184
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","18 Untergiesing - Harlaching",325
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",282
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","20 Hadern",69
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","21 Pasing - Obermenzing",108
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","22 Aubing - Lochhausen - Langwied",50
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","23 Allach - Untermenzing",50
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","24 Feldmoching - Hasenbergl",79
"2",2007,"02 Ludwigsvorstadt - Isarvorstadt","25 Laim",133
"3",2007,"03 Maxvorstadt","01 Altstadt - Lehel",108
"3",2007,"03 Maxvorstadt","02 Ludwigsvorstadt - Isarvorstadt",306
"3",2007,"03 Maxvorstadt","03 Maxvorstadt",1306
"3",2007,"03 Maxvorstadt","04 Schwabing - West",541
"3",2007,"03 Maxvorstadt","05 Au - Haidhausen",219
"3",2007,"03 Maxvorstadt","06 Sendling",140
"3",2007,"03 Maxvorstadt","07 Sendling - Westpark",113
"3",2007,"03 Maxvorstadt","08 Schwanthalerhöhe",117
"3",2007,"03 Maxvorstadt","09 Neuhausen - Nymphenburg",434
"3",2007,"03 Maxvorstadt","10 Moosach",103
"3",2007,"03 Maxvorstadt","11 Milbertshofen - Am Hart",180
"3",2007,"03 Maxvorstadt","12 Schwabing - Freimann",353
"3",2007,"03 Maxvorstadt","13 Bogenhausen",174
"3",2007,"03 Maxvorstadt","14 Berg am Laim",78
"3",2007,"03 Maxvorstadt","15 Trudering - Riem",85
"3",2007,"03 Maxvorstadt","16 Ramersdorf - Perlach",127
"3",2007,"03 Maxvorstadt","17 Obergiesing - Fasangarten",117
"3",2007,"03 Maxvorstadt","18 Untergiesing - Harlaching",122
"3",2007,"03 Maxvorstadt","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",153
"3",2007,"03 Maxvorstadt","20 Hadern",57
"3",2007,"03 Maxvorstadt","21 Pasing - Obermenzing",122
"3",2007,"03 Maxvorstadt","22 Aubing - Lochhausen - Langwied",66
"3",2007,"03 Maxvorstadt","23 Allach - Untermenzing",53
"3",2007,"03 Maxvorstadt","24 Feldmoching - Hasenbergl",88
"3",2007,"03 Maxvorstadt","25 Laim",111
"4",2007,"04 Schwabing - West","01 Altstadt - Lehel",76
"4",2007,"04 Schwabing - West","02 Ludwigsvorstadt - Isarvorstadt",217
"4",2007,"04 Schwabing - West","03 Maxvorstadt",433
"4",2007,"04 Schwabing - West","04 Schwabing - West",1742
"4",2007,"04 Schwabing - West","05 Au - Haidhausen",195
"4",2007,"04 Schwabing - West","06 Sendling",106
"4",2007,"04 Schwabing - West","07 Sendling - Westpark",107
"4",2007,"04 Schwabing - West","08 Schwanthalerhöhe",84
"4",2007,"04 Schwabing - West","09 Neuhausen - Nymphenburg",366
"4",2007,"04 Schwabing - West","10 Moosach",156
"4",2007,"04 Schwabing - West","11 Milbertshofen - Am Hart",391
"4",2007,"04 Schwabing - West","12 Schwabing - Freimann",472
"4",2007,"04 Schwabing - West","13 Bogenhausen",211
"4",2007,"04 Schwabing - West","14 Berg am Laim",62
"4",2007,"04 Schwabing - West","15 Trudering - Riem",137
"4",2007,"04 Schwabing - West","16 Ramersdorf - Perlach",156
"4",2007,"04 Schwabing - West","17 Obergiesing - Fasangarten",97
"4",2007,"04 Schwabing - West","18 Untergiesing - Harlaching",124
"4",2007,"04 Schwabing - West","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",149
"4",2007,"04 Schwabing - West","20 Hadern",60
"4",2007,"04 Schwabing - West","21 Pasing - Obermenzing",142
"4",2007,"04 Schwabing - West","22 Aubing - Lochhausen - Langwied",39
"4",2007,"04 Schwabing - West","23 Allach - Untermenzing",49
"4",2007,"04 Schwabing - West","24 Feldmoching - Hasenbergl",123
"4",2007,"04 Schwabing - West","25 Laim",91
"5",2007,"05 Au - Haidhausen","01 Altstadt - Lehel",128
"5",2007,"05 Au - Haidhausen","02 Ludwigsvorstadt - Isarvorstadt",303
"5",2007,"05 Au - Haidhausen","03 Maxvorstadt",201
"5",2007,"05 Au - Haidhausen","04 Schwabing - West",175
"5",2007,"05 Au - Haidhausen","05 Au - Haidhausen",1703
"5",2007,"05 Au - Haidhausen","06 Sendling",134
"5",2007,"05 Au - Haidhausen","07 Sendling - Westpark",85
"5",2007,"05 Au - Haidhausen","08 Schwanthalerhöhe",96
"5",2007,"05 Au - Haidhausen","09 Neuhausen - Nymphenburg",190
"5",2007,"05 Au - Haidhausen","10 Moosach",53
"5",2007,"05 Au - Haidhausen","11 Milbertshofen - Am Hart",142
"5",2007,"05 Au - Haidhausen","12 Schwabing - Freimann",147
"5",2007,"05 Au - Haidhausen","13 Bogenhausen",317
"5",2007,"05 Au - Haidhausen","14 Berg am Laim",249
"5",2007,"05 Au - Haidhausen","15 Trudering - Riem",190
"5",2007,"05 Au - Haidhausen","16 Ramersdorf - Perlach",368
"5",2007,"05 Au - Haidhausen","17 Obergiesing - Fasangarten",260
"5",2007,"05 Au - Haidhausen","18 Untergiesing - Harlaching",254
"5",2007,"05 Au - Haidhausen","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",143
"5",2007,"05 Au - Haidhausen","20 Hadern",55
"5",2007,"05 Au - Haidhausen","21 Pasing - Obermenzing",94
"5",2007,"05 Au - Haidhausen","22 Aubing - Lochhausen - Langwied",46
"5",2007,"05 Au - Haidhausen","23 Allach - Untermenzing",34
"5",2007,"05 Au - Haidhausen","24 Feldmoching - Hasenbergl",66
"5",2007,"05 Au - Haidhausen","25 Laim",77
"6",2007,"06 Sendling","01 Altstadt - Lehel",48
"6",2007,"06 Sendling","02 Ludwigsvorstadt - Isarvorstadt",174
"6",2007,"06 Sendling","03 Maxvorstadt",96
"6",2007,"06 Sendling","04 Schwabing - West",111
"6",2007,"06 Sendling","05 Au - Haidhausen",120
"6",2007,"06 Sendling","06 Sendling",890
"6",2007,"06 Sendling","07 Sendling - Westpark",324
"6",2007,"06 Sendling","08 Schwanthalerhöhe",130
"6",2007,"06 Sendling","09 Neuhausen - Nymphenburg",139
"6",2007,"06 Sendling","10 Moosach",50
"6",2007,"06 Sendling","11 Milbertshofen - Am Hart",97
"6",2007,"06 Sendling","12 Schwabing - Freimann",80
"6",2007,"06 Sendling","13 Bogenhausen",59
"6",2007,"06 Sendling","14 Berg am Laim",99
"6",2007,"06 Sendling","15 Trudering - Riem",100
"6",2007,"06 Sendling","16 Ramersdorf - Perlach",146
"6",2007,"06 Sendling","17 Obergiesing - Fasangarten",123
"6",2007,"06 Sendling","18 Untergiesing - Harlaching",143
"6",2007,"06 Sendling","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",303
"6",2007,"06 Sendling","20 Hadern",132
"6",2007,"06 Sendling","21 Pasing - Obermenzing",95
"6",2007,"06 Sendling","22 Aubing - Lochhausen - Langwied",41
"6",2007,"06 Sendling","23 Allach - Untermenzing",30
"6",2007,"06 Sendling","24 Feldmoching - Hasenbergl",48
"6",2007,"06 Sendling","25 Laim",87
"7",2007,"07 Sendling - Westpark","01 Altstadt - Lehel",34
"7",2007,"07 Sendling - Westpark","02 Ludwigsvorstadt - Isarvorstadt",134
"7",2007,"07 Sendling - Westpark","03 Maxvorstadt",108
"7",2007,"07 Sendling - Westpark","04 Schwabing - West",109
"7",2007,"07 Sendling - Westpark","05 Au - Haidhausen",98
"7",2007,"07 Sendling - Westpark","06 Sendling",211
"7",2007,"07 Sendling - Westpark","07 Sendling - Westpark",1246
"7",2007,"07 Sendling - Westpark","08 Schwanthalerhöhe",99
"7",2007,"07 Sendling - Westpark","09 Neuhausen - Nymphenburg",111
"7",2007,"07 Sendling - Westpark","10 Moosach",105
"7",2007,"07 Sendling - Westpark","11 Milbertshofen - Am Hart",144
"7",2007,"07 Sendling - Westpark","12 Schwabing - Freimann",94
"7",2007,"07 Sendling - Westpark","13 Bogenhausen",62
"7",2007,"07 Sendling - Westpark","14 Berg am Laim",82
"7",2007,"07 Sendling - Westpark","15 Trudering - Riem",86
"7",2007,"07 Sendling - Westpark","16 Ramersdorf - Perlach",155
"7",2007,"07 Sendling - Westpark","17 Obergiesing - Fasangarten",137
"7",2007,"07 Sendling - Westpark","18 Untergiesing - Harlaching",131
"7",2007,"07 Sendling - Westpark","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",402
"7",2007,"07 Sendling - Westpark","20 Hadern",202
"7",2007,"07 Sendling - Westpark","21 Pasing - Obermenzing",95
"7",2007,"07 Sendling - Westpark","22 Aubing - Lochhausen - Langwied",44
"7",2007,"07 Sendling - Westpark","23 Allach - Untermenzing",27
"7",2007,"07 Sendling - Westpark","24 Feldmoching - Hasenbergl",67
"7",2007,"07 Sendling - Westpark","25 Laim",200
"8",2007,"08 Schwanthalerhöhe","01 Altstadt - Lehel",31
"8",2007,"08 Schwanthalerhöhe","02 Ludwigsvorstadt - Isarvorstadt",111
"8",2007,"08 Schwanthalerhöhe","03 Maxvorstadt",103
"8",2007,"08 Schwanthalerhöhe","04 Schwabing - West",99
"8",2007,"08 Schwanthalerhöhe","05 Au - Haidhausen",93
"8",2007,"08 Schwanthalerhöhe","06 Sendling",85
"8",2007,"08 Schwanthalerhöhe","07 Sendling - Westpark",125
"8",2007,"08 Schwanthalerhöhe","08 Schwanthalerhöhe",815
"8",2007,"08 Schwanthalerhöhe","09 Neuhausen - Nymphenburg",164
"8",2007,"08 Schwanthalerhöhe","10 Moosach",76
"8",2007,"08 Schwanthalerhöhe","11 Milbertshofen - Am Hart",101
"8",2007,"08 Schwanthalerhöhe","12 Schwabing - Freimann",77
"8",2007,"08 Schwanthalerhöhe","13 Bogenhausen",45
"8",2007,"08 Schwanthalerhöhe","14 Berg am Laim",49
"8",2007,"08 Schwanthalerhöhe","15 Trudering - Riem",55
"8",2007,"08 Schwanthalerhöhe","16 Ramersdorf - Perlach",87
"8",2007,"08 Schwanthalerhöhe","17 Obergiesing - Fasangarten",59
"8",2007,"08 Schwanthalerhöhe","18 Untergiesing - Harlaching",84
"8",2007,"08 Schwanthalerhöhe","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",95
"8",2007,"08 Schwanthalerhöhe","20 Hadern",54
"8",2007,"08 Schwanthalerhöhe","21 Pasing - Obermenzing",112
"8",2007,"08 Schwanthalerhöhe","22 Aubing - Lochhausen - Langwied",43
"8",2007,"08 Schwanthalerhöhe","23 Allach - Untermenzing",29
"8",2007,"08 Schwanthalerhöhe","24 Feldmoching - Hasenbergl",52
"8",2007,"08 Schwanthalerhöhe","25 Laim",134
"9",2007,"09 Neuhausen - Nymphenburg","01 Altstadt - Lehel",89
"9",2007,"09 Neuhausen - Nymphenburg","02 Ludwigsvorstadt - Isarvorstadt",236
"9",2007,"09 Neuhausen - Nymphenburg","03 Maxvorstadt",383
"9",2007,"09 Neuhausen - Nymphenburg","04 Schwabing - West",376
"9",2007,"09 Neuhausen - Nymphenburg","05 Au - Haidhausen",200
"9",2007,"09 Neuhausen - Nymphenburg","06 Sendling",153
"9",2007,"09 Neuhausen - Nymphenburg","07 Sendling - Westpark",214
"9",2007,"09 Neuhausen - Nymphenburg","08 Schwanthalerhöhe",197
"9",2007,"09 Neuhausen - Nymphenburg","09 Neuhausen - Nymphenburg",2885
"9",2007,"09 Neuhausen - Nymphenburg","10 Moosach",341
"9",2007,"09 Neuhausen - Nymphenburg","11 Milbertshofen - Am Hart",240
"9",2007,"09 Neuhausen - Nymphenburg","12 Schwabing - Freimann",222
"9",2007,"09 Neuhausen - Nymphenburg","13 Bogenhausen",184
"9",2007,"09 Neuhausen - Nymphenburg","14 Berg am Laim",80
"9",2007,"09 Neuhausen - Nymphenburg","15 Trudering - Riem",145
"9",2007,"09 Neuhausen - Nymphenburg","16 Ramersdorf - Perlach",247
"9",2007,"09 Neuhausen - Nymphenburg","17 Obergiesing - Fasangarten",159
"9",2007,"09 Neuhausen - Nymphenburg","18 Untergiesing - Harlaching",175
"9",2007,"09 Neuhausen - Nymphenburg","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",212
"9",2007,"09 Neuhausen - Nymphenburg","20 Hadern",149
"9",2007,"09 Neuhausen - Nymphenburg","21 Pasing - Obermenzing",373
"9",2007,"09 Neuhausen - Nymphenburg","22 Aubing - Lochhausen - Langwied",126
"9",2007,"09 Neuhausen - Nymphenburg","23 Allach - Untermenzing",216
"9",2007,"09 Neuhausen - Nymphenburg","24 Feldmoching - Hasenbergl",226
"9",2007,"09 Neuhausen - Nymphenburg","25 Laim",294
"10",2007,"10 Moosach","01 Altstadt - Lehel",23
"10",2007,"10 Moosach","02 Ludwigsvorstadt - Isarvorstadt",47
"10",2007,"10 Moosach","03 Maxvorstadt",104
"10",2007,"10 Moosach","04 Schwabing - West",119
"10",2007,"10 Moosach","05 Au - Haidhausen",54
"10",2007,"10 Moosach","06 Sendling",56
