"Anfangsbezirk_Nr","Jahr","Anfangsbezirk","Umzugsbezirk","Anzahl"
"8",2019,"08 Schwanthalerhöhe","12 Schwabing - Freimann",84
"8",2019,"08 Schwanthalerhöhe","13 Bogenhausen",82
"8",2019,"08 Schwanthalerhöhe","14 Berg am Laim",52
"8",2019,"08 Schwanthalerhöhe","15 Trudering - Riem",34
"8",2019,"08 Schwanthalerhöhe","16 Ramersdorf - Perlach",88
"8",2019,"08 Schwanthalerhöhe","17 Obergiesing - Fasangarten",61
"8",2019,"08 Schwanthalerhöhe","18 Untergiesing - Harlaching",61
"8",2019,"08 Schwanthalerhöhe","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",134
"8",2019,"08 Schwanthalerhöhe","20 Hadern",46
"8",2019,"08 Schwanthalerhöhe","21 Pasing - Obermenzing",122
"8",2019,"08 Schwanthalerhöhe","22 Aubing - Lochhausen - Langwied",51
"8",2019,"08 Schwanthalerhöhe","23 Allach - Untermenzing",34
"8",2019,"08 Schwanthalerhöhe","24 Feldmoching - Hasenbergl",25
"8",2019,"08 Schwanthalerhöhe","25 Laim",120
"9",2019,"09 Neuhausen - Nymphenburg","01 Altstadt - Lehel",86
"9",2019,"09 Neuhausen - Nymphenburg","02 Ludwigsvorstadt - Isarvorstadt",260
"9",2019,"09 Neuhausen - Nymphenburg","03 Maxvorstadt",327
"9",2019,"09 Neuhausen - Nymphenburg","04 Schwabing - West",375
"9",2019,"09 Neuhausen - Nymphenburg","05 Au - Haidhausen",256
"9",2019,"09 Neuhausen - Nymphenburg","06 Sendling",166
"9",2019,"09 Neuhausen - Nymphenburg","07 Sendling - Westpark",224
"9",2019,"09 Neuhausen - Nymphenburg","08 Schwanthalerhöhe",158
"9",2019,"09 Neuhausen - Nymphenburg","09 Neuhausen - Nymphenburg",1913
"9",2019,"09 Neuhausen - Nymphenburg","10 Moosach",299
"9",2019,"09 Neuhausen - Nymphenburg","11 Milbertshofen - Am Hart",223
"9",2019,"09 Neuhausen - Nymphenburg","12 Schwabing - Freimann",278
"9",2019,"09 Neuhausen - Nymphenburg","13 Bogenhausen",270
"9",2019,"09 Neuhausen - Nymphenburg","14 Berg am Laim",131
"9",2019,"09 Neuhausen - Nymphenburg","15 Trudering - Riem",134
"9",2019,"09 Neuhausen - Nymphenburg","16 Ramersdorf - Perlach",236
"9",2019,"09 Neuhausen - Nymphenburg","17 Obergiesing - Fasangarten",173
"9",2019,"09 Neuhausen - Nymphenburg","18 Untergiesing - Harlaching",170
"9",2019,"09 Neuhausen - Nymphenburg","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",318
"9",2019,"09 Neuhausen - Nymphenburg","20 Hadern",176
"9",2019,"09 Neuhausen - Nymphenburg","21 Pasing - Obermenzing",511
"9",2019,"09 Neuhausen - Nymphenburg","22 Aubing - Lochhausen - Langwied",198
"9",2019,"09 Neuhausen - Nymphenburg","23 Allach - Untermenzing",168
"9",2019,"09 Neuhausen - Nymphenburg","24 Feldmoching - Hasenbergl",162
"9",2019,"09 Neuhausen - Nymphenburg","25 Laim",303
"10",2019,"10 Moosach","01 Altstadt - Lehel",21
"10",2019,"10 Moosach","02 Ludwigsvorstadt - Isarvorstadt",98
"10",2019,"10 Moosach","03 Maxvorstadt",91
"10",2019,"10 Moosach","04 Schwabing - West",170
"10",2019,"10 Moosach","05 Au - Haidhausen",71
"10",2019,"10 Moosach","06 Sendling",73
"10",2019,"10 Moosach","07 Sendling - Westpark",116
"10",2019,"10 Moosach","08 Schwanthalerhöhe",41
"10",2019,"10 Moosach","09 Neuhausen - Nymphenburg",280
"10",2019,"10 Moosach","10 Moosach",788
"10",2019,"10 Moosach","11 Milbertshofen - Am Hart",306
"10",2019,"10 Moosach","12 Schwabing - Freimann",172
"10",2019,"10 Moosach","13 Bogenhausen",121
"10",2019,"10 Moosach","14 Berg am Laim",68
"10",2019,"10 Moosach","15 Trudering - Riem",82
"10",2019,"10 Moosach","16 Ramersdorf - Perlach",191
"10",2019,"10 Moosach","17 Obergiesing - Fasangarten",93
"10",2019,"10 Moosach","18 Untergiesing - Harlaching",65
"10",2019,"10 Moosach","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",150
"10",2019,"10 Moosach","20 Hadern",92
"10",2019,"10 Moosach","21 Pasing - Obermenzing",204
"10",2019,"10 Moosach","22 Aubing - Lochhausen - Langwied",129
"10",2019,"10 Moosach","23 Allach - Untermenzing",200
"10",2019,"10 Moosach","24 Feldmoching - Hasenbergl",204
"10",2019,"10 Moosach","25 Laim",128
"11",2019,"11 Milbertshofen - Am Hart","01 Altstadt - Lehel",41
"11",2019,"11 Milbertshofen - Am Hart","02 Ludwigsvorstadt - Isarvorstadt",143
"11",2019,"11 Milbertshofen - Am Hart","03 Maxvorstadt",202
"11",2019,"11 Milbertshofen - Am Hart","04 Schwabing - West",321
"11",2019,"11 Milbertshofen - Am Hart","05 Au - Haidhausen",138
"11",2019,"11 Milbertshofen - Am Hart","06 Sendling",117
"11",2019,"11 Milbertshofen - Am Hart","07 Sendling - Westpark",156
"11",2019,"11 Milbertshofen - Am Hart","08 Schwanthalerhöhe",58
"11",2019,"11 Milbertshofen - Am Hart","09 Neuhausen - Nymphenburg",297
"11",2019,"11 Milbertshofen - Am Hart","10 Moosach",260
"11",2019,"11 Milbertshofen - Am Hart","11 Milbertshofen - Am Hart",1516
"11",2019,"11 Milbertshofen - Am Hart","12 Schwabing - Freimann",455
"11",2019,"11 Milbertshofen - Am Hart","13 Bogenhausen",254
"11",2019,"11 Milbertshofen - Am Hart","14 Berg am Laim",136
"11",2019,"11 Milbertshofen - Am Hart","15 Trudering - Riem",136
"11",2019,"11 Milbertshofen - Am Hart","16 Ramersdorf - Perlach",278
"11",2019,"11 Milbertshofen - Am Hart","17 Obergiesing - Fasangarten",156
"11",2019,"11 Milbertshofen - Am Hart","18 Untergiesing - Harlaching",139
"11",2019,"11 Milbertshofen - Am Hart","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",207
"11",2019,"11 Milbertshofen - Am Hart","20 Hadern",128
"11",2019,"11 Milbertshofen - Am Hart","21 Pasing - Obermenzing",238
"11",2019,"11 Milbertshofen - Am Hart","22 Aubing - Lochhausen - Langwied",150
"11",2019,"11 Milbertshofen - Am Hart","23 Allach - Untermenzing",129
"11",2019,"11 Milbertshofen - Am Hart","24 Feldmoching - Hasenbergl",420
"11",2019,"11 Milbertshofen - Am Hart","25 Laim",137
"12",2019,"12 Schwabing - Freimann","01 Altstadt - Lehel",79
"12",2019,"12 Schwabing - Freimann","02 Ludwigsvorstadt - Isarvorstadt",237
"12",2019,"12 Schwabing - Freimann","03 Maxvorstadt",337
"12",2019,"12 Schwabing - Freimann","04 Schwabing - West",489
"12",2019,"12 Schwabing - Freimann","05 Au - Haidhausen",179
"12",2019,"12 Schwabing - Freimann","06 Sendling",136
"12",2019,"12 Schwabing - Freimann","07 Sendling - Westpark",164
"12",2019,"12 Schwabing - Freimann","08 Schwanthalerhöhe",61
"12",2019,"12 Schwabing - Freimann","09 Neuhausen - Nymphenburg",316
"12",2019,"12 Schwabing - Freimann","10 Moosach",210
"12",2019,"12 Schwabing - Freimann","11 Milbertshofen - Am Hart",561
"12",2019,"12 Schwabing - Freimann","12 Schwabing - Freimann",1803
"12",2019,"12 Schwabing - Freimann","13 Bogenhausen",404
"12",2019,"12 Schwabing - Freimann","14 Berg am Laim",140
"12",2019,"12 Schwabing - Freimann","15 Trudering - Riem",347
"12",2019,"12 Schwabing - Freimann","16 Ramersdorf - Perlach",279
"12",2019,"12 Schwabing - Freimann","17 Obergiesing - Fasangarten",151
"12",2019,"12 Schwabing - Freimann","18 Untergiesing - Harlaching",108
"12",2019,"12 Schwabing - Freimann","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",287
"12",2019,"12 Schwabing - Freimann","20 Hadern",106
"12",2019,"12 Schwabing - Freimann","21 Pasing - Obermenzing",190
"12",2019,"12 Schwabing - Freimann","22 Aubing - Lochhausen - Langwied",115
"12",2019,"12 Schwabing - Freimann","23 Allach - Untermenzing",90
"12",2019,"12 Schwabing - Freimann","24 Feldmoching - Hasenbergl",209
"12",2019,"12 Schwabing - Freimann","25 Laim",131
"13",2019,"13 Bogenhausen","01 Altstadt - Lehel",97
"13",2019,"13 Bogenhausen","02 Ludwigsvorstadt - Isarvorstadt",122
"13",2019,"13 Bogenhausen","03 Maxvorstadt",165
"13",2019,"13 Bogenhausen","04 Schwabing - West",164
"13",2019,"13 Bogenhausen","05 Au - Haidhausen",273
"13",2019,"13 Bogenhausen","06 Sendling",88
"13",2019,"13 Bogenhausen","07 Sendling - Westpark",124
"13",2019,"13 Bogenhausen","08 Schwanthalerhöhe",45
"13",2019,"13 Bogenhausen","09 Neuhausen - Nymphenburg",188
"13",2019,"13 Bogenhausen","10 Moosach",85
"13",2019,"13 Bogenhausen","11 Milbertshofen - Am Hart",178
"13",2019,"13 Bogenhausen","12 Schwabing - Freimann",263
"13",2019,"13 Bogenhausen","13 Bogenhausen",1770
"13",2019,"13 Bogenhausen","14 Berg am Laim",214
"13",2019,"13 Bogenhausen","15 Trudering - Riem",311
"13",2019,"13 Bogenhausen","16 Ramersdorf - Perlach",304
"13",2019,"13 Bogenhausen","17 Obergiesing - Fasangarten",128
"13",2019,"13 Bogenhausen","18 Untergiesing - Harlaching",109
"13",2019,"13 Bogenhausen","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",196
"13",2019,"13 Bogenhausen","20 Hadern",61
"13",2019,"13 Bogenhausen","21 Pasing - Obermenzing",109
"13",2019,"13 Bogenhausen","22 Aubing - Lochhausen - Langwied",83
"13",2019,"13 Bogenhausen","23 Allach - Untermenzing",76
"13",2019,"13 Bogenhausen","24 Feldmoching - Hasenbergl",82
"13",2019,"13 Bogenhausen","25 Laim",124
"14",2019,"14 Berg am Laim","01 Altstadt - Lehel",18
"14",2019,"14 Berg am Laim","02 Ludwigsvorstadt - Isarvorstadt",76
"14",2019,"14 Berg am Laim","03 Maxvorstadt",68
"14",2019,"14 Berg am Laim","04 Schwabing - West",59
"14",2019,"14 Berg am Laim","05 Au - Haidhausen",104
"14",2019,"14 Berg am Laim","06 Sendling",42
"14",2019,"14 Berg am Laim","07 Sendling - Westpark",79
"14",2019,"14 Berg am Laim","08 Schwanthalerhöhe",44
"14",2019,"14 Berg am Laim","09 Neuhausen - Nymphenburg",88
"14",2019,"14 Berg am Laim","10 Moosach",67
"14",2019,"14 Berg am Laim","11 Milbertshofen - Am Hart",118
"14",2019,"14 Berg am Laim","12 Schwabing - Freimann",104
"14",2019,"14 Berg am Laim","13 Bogenhausen",180
"14",2019,"14 Berg am Laim","14 Berg am Laim",464
"14",2019,"14 Berg am Laim","15 Trudering - Riem",265
"14",2019,"14 Berg am Laim","16 Ramersdorf - Perlach",326
"14",2019,"14 Berg am Laim","17 Obergiesing - Fasangarten",104
"14",2019,"14 Berg am Laim","18 Untergiesing - Harlaching",80
"14",2019,"14 Berg am Laim","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",139
"14",2019,"14 Berg am Laim","20 Hadern",29
"14",2019,"14 Berg am Laim","21 Pasing - Obermenzing",95
"14",2019,"14 Berg am Laim","22 Aubing - Lochhausen - Langwied",65
"14",2019,"14 Berg am Laim","23 Allach - Untermenzing",41
"14",2019,"14 Berg am Laim","24 Feldmoching - Hasenbergl",54
"14",2019,"14 Berg am Laim","25 Laim",79
"15",2019,"15 Trudering - Riem","01 Altstadt - Lehel",21
"15",2019,"15 Trudering - Riem","02 Ludwigsvorstadt - Isarvorstadt",88
"15",2019,"15 Trudering - Riem","03 Maxvorstadt",67
"15",2019,"15 Trudering - Riem","04 Schwabing - West",66
"15",2019,"15 Trudering - Riem","05 Au - Haidhausen",108
"15",2019,"15 Trudering - Riem","06 Sendling",57
"15",2019,"15 Trudering - Riem","07 Sendling - Westpark",66
"15",2019,"15 Trudering - Riem","08 Schwanthalerhöhe",31
"15",2019,"15 Trudering - Riem","09 Neuhausen - Nymphenburg",121
"15",2019,"15 Trudering - Riem","10 Moosach",71
"15",2019,"15 Trudering - Riem","11 Milbertshofen - Am Hart",144
"15",2019,"15 Trudering - Riem","12 Schwabing - Freimann",213
"15",2019,"15 Trudering - Riem","13 Bogenhausen",262
"15",2019,"15 Trudering - Riem","14 Berg am Laim",245
"15",2019,"15 Trudering - Riem","15 Trudering - Riem",1283
"15",2019,"15 Trudering - Riem","16 Ramersdorf - Perlach",418
"15",2019,"15 Trudering - Riem","17 Obergiesing - Fasangarten",108
"15",2019,"15 Trudering - Riem","18 Untergiesing - Harlaching",126
"15",2019,"15 Trudering - Riem","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",139
"15",2019,"15 Trudering - Riem","20 Hadern",48
"15",2019,"15 Trudering - Riem","21 Pasing - Obermenzing",141
"15",2019,"15 Trudering - Riem","22 Aubing - Lochhausen - Langwied",82
"15",2019,"15 Trudering - Riem","23 Allach - Untermenzing",59
"15",2019,"15 Trudering - Riem","24 Feldmoching - Hasenbergl",114
"15",2019,"15 Trudering - Riem","25 Laim",65
"16",2019,"16 Ramersdorf - Perlach","01 Altstadt - Lehel",72
"16",2019,"16 Ramersdorf - Perlach","02 Ludwigsvorstadt - Isarvorstadt",130
"16",2019,"16 Ramersdorf - Perlach","03 Maxvorstadt",126
"16",2019,"16 Ramersdorf - Perlach","04 Schwabing - West",141
"16",2019,"16 Ramersdorf - Perlach","05 Au - Haidhausen",214
"16",2019,"16 Ramersdorf - Perlach","06 Sendling",127
"16",2019,"16 Ramersdorf - Perlach","07 Sendling - Westpark",164
"16",2019,"16 Ramersdorf - Perlach","08 Schwanthalerhöhe",80
"16",2019,"16 Ramersdorf - Perlach","09 Neuhausen - Nymphenburg",293
"16",2019,"16 Ramersdorf - Perlach","10 Moosach",142
"16",2019,"16 Ramersdorf - Perlach","11 Milbertshofen - Am Hart",226
"16",2019,"16 Ramersdorf - Perlach","12 Schwabing - Freimann",253
"16",2019,"16 Ramersdorf - Perlach","13 Bogenhausen",304
"16",2019,"16 Ramersdorf - Perlach","14 Berg am Laim",336
"16",2019,"16 Ramersdorf - Perlach","15 Trudering - Riem",391
"16",2019,"16 Ramersdorf - Perlach","16 Ramersdorf - Perlach",1957
"16",2019,"16 Ramersdorf - Perlach","17 Obergiesing - Fasangarten",308
"16",2019,"16 Ramersdorf - Perlach","18 Untergiesing - Harlaching",196
"16",2019,"16 Ramersdorf - Perlach","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",306
"16",2019,"16 Ramersdorf - Perlach","20 Hadern",97
"16",2019,"16 Ramersdorf - Perlach","21 Pasing - Obermenzing",194
"16",2019,"16 Ramersdorf - Perlach","22 Aubing - Lochhausen - Langwied",148
"16",2019,"16 Ramersdorf - Perlach","23 Allach - Untermenzing",93
"16",2019,"16 Ramersdorf - Perlach","24 Feldmoching - Hasenbergl",158
"16",2019,"16 Ramersdorf - Perlach","25 Laim",164
"17",2019,"17 Obergiesing - Fasangarten","01 Altstadt - Lehel",29
"17",2019,"17 Obergiesing - Fasangarten","02 Ludwigsvorstadt - Isarvorstadt",136
"17",2019,"17 Obergiesing - Fasangarten","03 Maxvorstadt",126
"17",2019,"17 Obergiesing - Fasangarten","04 Schwabing - West",128
"17",2019,"17 Obergiesing - Fasangarten","05 Au - Haidhausen",167
"17",2019,"17 Obergiesing - Fasangarten","06 Sendling",90
"17",2019,"17 Obergiesing - Fasangarten","07 Sendling - Westpark",137
"17",2019,"17 Obergiesing - Fasangarten","08 Schwanthalerhöhe",66
"17",2019,"17 Obergiesing - Fasangarten","09 Neuhausen - Nymphenburg",153
"17",2019,"17 Obergiesing - Fasangarten","10 Moosach",102
"17",2019,"17 Obergiesing - Fasangarten","11 Milbertshofen - Am Hart",151
"17",2019,"17 Obergiesing - Fasangarten","12 Schwabing - Freimann",138
"17",2019,"17 Obergiesing - Fasangarten","13 Bogenhausen",169
"17",2019,"17 Obergiesing - Fasangarten","14 Berg am Laim",159
"17",2019,"17 Obergiesing - Fasangarten","15 Trudering - Riem",142
"17",2019,"17 Obergiesing - Fasangarten","16 Ramersdorf - Perlach",432
"17",2019,"17 Obergiesing - Fasangarten","17 Obergiesing - Fasangarten",601
"17",2019,"17 Obergiesing - Fasangarten","18 Untergiesing - Harlaching",256
"17",2019,"17 Obergiesing - Fasangarten","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",203
"17",2019,"17 Obergiesing - Fasangarten","20 Hadern",73
"17",2019,"17 Obergiesing - Fasangarten","21 Pasing - Obermenzing",112
"17",2019,"17 Obergiesing - Fasangarten","22 Aubing - Lochhausen - Langwied",59
"17",2019,"17 Obergiesing - Fasangarten","23 Allach - Untermenzing",43
"17",2019,"17 Obergiesing - Fasangarten","24 Feldmoching - Hasenbergl",68
"17",2019,"17 Obergiesing - Fasangarten","25 Laim",92
"18",2019,"18 Untergiesing - Harlaching","01 Altstadt - Lehel",41
"18",2019,"18 Untergiesing - Harlaching","02 Ludwigsvorstadt - Isarvorstadt",140
"18",2019,"18 Untergiesing - Harlaching","03 Maxvorstadt",105
"18",2019,"18 Untergiesing - Harlaching","04 Schwabing - West",120
"18",2019,"18 Untergiesing - Harlaching","05 Au - Haidhausen",219
"18",2019,"18 Untergiesing - Harlaching","06 Sendling",122
"18",2019,"18 Untergiesing - Harlaching","07 Sendling - Westpark",106
"18",2019,"18 Untergiesing - Harlaching","08 Schwanthalerhöhe",56
"18",2019,"18 Untergiesing - Harlaching","09 Neuhausen - Nymphenburg",192
"18",2019,"18 Untergiesing - Harlaching","10 Moosach",81
"18",2019,"18 Untergiesing - Harlaching","11 Milbertshofen - Am Hart",142
"18",2019,"18 Untergiesing - Harlaching","12 Schwabing - Freimann",131
"18",2019,"18 Untergiesing - Harlaching","13 Bogenhausen",145
"18",2019,"18 Untergiesing - Harlaching","14 Berg am Laim",117
"18",2019,"18 Untergiesing - Harlaching","15 Trudering - Riem",111
"18",2019,"18 Untergiesing - Harlaching","16 Ramersdorf - Perlach",338
"18",2019,"18 Untergiesing - Harlaching","17 Obergiesing - Fasangarten",264
"18",2019,"18 Untergiesing - Harlaching","18 Untergiesing - Harlaching",858
"18",2019,"18 Untergiesing - Harlaching","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",280
"18",2019,"18 Untergiesing - Harlaching","20 Hadern",68
"18",2019,"18 Untergiesing - Harlaching","21 Pasing - Obermenzing",106
"18",2019,"18 Untergiesing - Harlaching","22 Aubing - Lochhausen - Langwied",83
"18",2019,"18 Untergiesing - Harlaching","23 Allach - Untermenzing",76
"18",2019,"18 Untergiesing - Harlaching","24 Feldmoching - Hasenbergl",94
"18",2019,"18 Untergiesing - Harlaching","25 Laim",103
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","01 Altstadt - Lehel",52
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","02 Ludwigsvorstadt - Isarvorstadt",163
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","03 Maxvorstadt",128
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","04 Schwabing - West",141
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","05 Au - Haidhausen",161
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","06 Sendling",209
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","07 Sendling - Westpark",300
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","08 Schwanthalerhöhe",86
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","09 Neuhausen - Nymphenburg",243
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","10 Moosach",186
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","11 Milbertshofen - Am Hart",250
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","12 Schwabing - Freimann",215
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","13 Bogenhausen",181
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","14 Berg am Laim",150
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","15 Trudering - Riem",116
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","16 Ramersdorf - Perlach",369
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","17 Obergiesing - Fasangarten",162
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","18 Untergiesing - Harlaching",208
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2011
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","20 Hadern",257
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","21 Pasing - Obermenzing",275
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","22 Aubing - Lochhausen - Langwied",201
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","23 Allach - Untermenzing",84
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","24 Feldmoching - Hasenbergl",136
"19",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","25 Laim",304
"20",2019,"20 Hadern","01 Altstadt - Lehel",20
"20",2019,"20 Hadern","02 Ludwigsvorstadt - Isarvorstadt",85
"20",2019,"20 Hadern","03 Maxvorstadt",71
"20",2019,"20 Hadern","04 Schwabing - West",91
"20",2019,"20 Hadern","05 Au - Haidhausen",56
"20",2019,"20 Hadern","06 Sendling",74
"20",2019,"20 Hadern","07 Sendling - Westpark",189
"20",2019,"20 Hadern","08 Schwanthalerhöhe",39
"20",2019,"20 Hadern","09 Neuhausen - Nymphenburg",116
"20",2019,"20 Hadern","10 Moosach",90
"20",2019,"20 Hadern","11 Milbertshofen - Am Hart",118
"20",2019,"20 Hadern","12 Schwabing - Freimann",132
"20",2019,"20 Hadern","13 Bogenhausen",69
"20",2019,"20 Hadern","14 Berg am Laim",51
"20",2019,"20 Hadern","15 Trudering - Riem",50
"20",2019,"20 Hadern","16 Ramersdorf - Perlach",133
"20",2019,"20 Hadern","17 Obergiesing - Fasangarten",71
"20",2019,"20 Hadern","18 Untergiesing - Harlaching",67
"20",2019,"20 Hadern","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",253
"20",2019,"20 Hadern","20 Hadern",704
"20",2019,"20 Hadern","21 Pasing - Obermenzing",193
"20",2019,"20 Hadern","22 Aubing - Lochhausen - Langwied",108
"20",2019,"20 Hadern","23 Allach - Untermenzing",37
"20",2019,"20 Hadern","24 Feldmoching - Hasenbergl",60
"20",2019,"20 Hadern","25 Laim",146
"21",2019,"21 Pasing - Obermenzing","01 Altstadt - Lehel",62
"21",2019,"21 Pasing - Obermenzing","02 Ludwigsvorstadt - Isarvorstadt",109
"21",2019,"21 Pasing - Obermenzing","03 Maxvorstadt",115
"21",2019,"21 Pasing - Obermenzing","04 Schwabing - West",133
"21",2019,"21 Pasing - Obermenzing","05 Au - Haidhausen",92
"21",2019,"21 Pasing - Obermenzing","06 Sendling",74
"21",2019,"21 Pasing - Obermenzing","07 Sendling - Westpark",137
"21",2019,"21 Pasing - Obermenzing","08 Schwanthalerhöhe",54
"21",2019,"21 Pasing - Obermenzing","09 Neuhausen - Nymphenburg",288
"21",2019,"21 Pasing - Obermenzing","10 Moosach",187
"21",2019,"21 Pasing - Obermenzing","11 Milbertshofen - Am Hart",162
"21",2019,"21 Pasing - Obermenzing","12 Schwabing - Freimann",132
"21",2019,"21 Pasing - Obermenzing","13 Bogenhausen",134
"21",2019,"21 Pasing - Obermenzing","14 Berg am Laim",105
"21",2019,"21 Pasing - Obermenzing","15 Trudering - Riem",92
"21",2019,"21 Pasing - Obermenzing","16 Ramersdorf - Perlach",182
"21",2019,"21 Pasing - Obermenzing","17 Obergiesing - Fasangarten",86
"21",2019,"21 Pasing - Obermenzing","18 Untergiesing - Harlaching",115
"21",2019,"21 Pasing - Obermenzing","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",221
"21",2019,"21 Pasing - Obermenzing","20 Hadern",162
"21",2019,"21 Pasing - Obermenzing","21 Pasing - Obermenzing",1217
"21",2019,"21 Pasing - Obermenzing","22 Aubing - Lochhausen - Langwied",386
"21",2019,"21 Pasing - Obermenzing","23 Allach - Untermenzing",181
"21",2019,"21 Pasing - Obermenzing","24 Feldmoching - Hasenbergl",149
"21",2019,"21 Pasing - Obermenzing","25 Laim",224
"22",2019,"22 Aubing - Lochhausen - Langwied","01 Altstadt - Lehel",21
"22",2019,"22 Aubing - Lochhausen - Langwied","02 Ludwigsvorstadt - Isarvorstadt",66
"22",2019,"22 Aubing - Lochhausen - Langwied","03 Maxvorstadt",45
"22",2019,"22 Aubing - Lochhausen - Langwied","04 Schwabing - West",47
"22",2019,"22 Aubing - Lochhausen - Langwied","05 Au - Haidhausen",51
"22",2019,"22 Aubing - Lochhausen - Langwied","06 Sendling",44
"22",2019,"22 Aubing - Lochhausen - Langwied","07 Sendling - Westpark",66
"22",2019,"22 Aubing - Lochhausen - Langwied","08 Schwanthalerhöhe",41
"22",2019,"22 Aubing - Lochhausen - Langwied","09 Neuhausen - Nymphenburg",115
"22",2019,"22 Aubing - Lochhausen - Langwied","10 Moosach",93
"22",2019,"22 Aubing - Lochhausen - Langwied","11 Milbertshofen - Am Hart",149
"22",2019,"22 Aubing - Lochhausen - Langwied","12 Schwabing - Freimann",91
"22",2019,"22 Aubing - Lochhausen - Langwied","13 Bogenhausen",48
"22",2019,"22 Aubing - Lochhausen - Langwied","14 Berg am Laim",46
"22",2019,"22 Aubing - Lochhausen - Langwied","15 Trudering - Riem",45
"22",2019,"22 Aubing - Lochhausen - Langwied","16 Ramersdorf - Perlach",142
"22",2019,"22 Aubing - Lochhausen - Langwied","17 Obergiesing - Fasangarten",61
"22",2019,"22 Aubing - Lochhausen - Langwied","18 Untergiesing - Harlaching",60
"22",2019,"22 Aubing - Lochhausen - Langwied","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",140
"22",2019,"22 Aubing - Lochhausen - Langwied","20 Hadern",94
"22",2019,"22 Aubing - Lochhausen - Langwied","21 Pasing - Obermenzing",309
"22",2019,"22 Aubing - Lochhausen - Langwied","22 Aubing - Lochhausen - Langwied",679
"22",2019,"22 Aubing - Lochhausen - Langwied","23 Allach - Untermenzing",93
"22",2019,"22 Aubing - Lochhausen - Langwied","24 Feldmoching - Hasenbergl",111
"22",2019,"22 Aubing - Lochhausen - Langwied","25 Laim",116
"23",2019,"23 Allach - Untermenzing","01 Altstadt - Lehel",19
"23",2019,"23 Allach - Untermenzing","02 Ludwigsvorstadt - Isarvorstadt",54
"23",2019,"23 Allach - Untermenzing","03 Maxvorstadt",43
"23",2019,"23 Allach - Untermenzing","04 Schwabing - West",44
"23",2019,"23 Allach - Untermenzing","05 Au - Haidhausen",25
"23",2019,"23 Allach - Untermenzing","06 Sendling",21
"23",2019,"23 Allach - Untermenzing","07 Sendling - Westpark",42
"23",2019,"23 Allach - Untermenzing","08 Schwanthalerhöhe",24
"23",2019,"23 Allach - Untermenzing","09 Neuhausen - Nymphenburg",97
"23",2019,"23 Allach - Untermenzing","10 Moosach",121
"23",2019,"23 Allach - Untermenzing","11 Milbertshofen - Am Hart",87
"23",2019,"23 Allach - Untermenzing","12 Schwabing - Freimann",68
